,tweet#,user,tweet,cleanTweet,compound,positive,negative,neutral,cleancompound,cleanpositive,cleannegative,cleanneutral
431,31,@nytimes,"Before harvesting millions of users' Facebook data, Cambridge Analytica had help from an employee at Peter Thiel's… https://t.co/yq5T0MfyyH",Before harvesting millions of users Facebook data Cambridge Analytica had help from an employee at Peter Thiel s,0.4019,0.137,0.0,0.863,0.4019,0.144,0.0,0.856
432,32,@nytimes,Investors pummeled tech stocks again on Tuesday as they hurried to drop shares in the very sector that once drove a… https://t.co/55Ge3ZrTLI,Investors pummeled tech stocks again on Tuesday as they hurried to drop shares in the very sector that once drove a,0.0258,0.091,0.086,0.823,0.0258,0.099,0.094,0.807
433,33,@nytimes,RT @PamelaPaulNYT: Everyone except Sean Penn will enjoy reading this book review. https://t.co/RliFDhdK2o,RT Everyone except Sean Penn will enjoy reading this book review,0.4939,0.211,0.0,0.789,0.4939,0.242,0.0,0.758
434,34,@nytimes,"In Opinion,
Isabelle Robinson, a senior at Marjory Stoneman Douglas High School, writes, ""The idea that we are to b… https://t.co/cVB0DGRzd0",In Opinion Isabelle Robinson a senior at Marjory Stoneman Douglas High School writes The idea that we are to b,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
435,35,@nytimes,Bill Cunningham left us one final gift: a memoir https://t.co/jNLxToxSrK,Bill Cunningham left us one final gift a memoir,0.4404,0.266,0.0,0.734,0.4404,0.293,0.0,0.707
436,36,@nytimes,RT @nickconfessore: NEW w/@AllMattNYT &amp; @carolecadwalla: interviews &amp; documents reveal how an employee at Peter Thiel's Silicon Valley inte…,RT NEW w amp interviews amp documents reveal how an employee at Peter Thiel s Silicon Valley inte,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
437,37,@nytimes,"He was wrongfully convicted of rape and murder and spent 23 years behind bars. This week, he returned to work as a… https://t.co/I6ujPJ625a",He was wrongfully convicted of rape and murder and spent 23 years behind bars This week he returned to work as a,-0.886,0.0,0.309,0.691,-0.886,0.0,0.331,0.669
438,38,@nytimes,"RT @jdelreal: Hundreds of people who were waiting outside have made their way into the city hall foyer, where they are chanting Stephon Cla…",RT Hundreds of people who were waiting outside have made their way into the city hall foyer where they are chanting Stephon Cla,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
439,39,@nytimes,Breaking News: President Trump secured his first major trade deal: a pact with South Korea. It may have been driven… https://t.co/ie34rULVmY,Breaking News President Trump secured his first major trade deal a pact with South Korea It may have been driven,0.4019,0.124,0.0,0.876,0.4019,0.13,0.0,0.87
440,40,@nytimes,"Evening Briefing: Here's what you need to know at the end of the day
https://t.co/viDImohrSe",Evening Briefing Here s what you need to know at the end of the day,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
441,41,@nytimes,"Dr. John Cacioppo, who bridged biology and psychology in exploring the health effects of loneliness, dies at 66 https://t.co/Czq6evXOGX",Dr John Cacioppo who bridged biology and psychology in exploring the health effects of loneliness dies at 66,-0.4215,0.0,0.135,0.865,-0.4215,0.0,0.141,0.859
442,42,@nytimes,RT @jdelreal: Stephon Clark’s brother is interrupting the city council meeting. “They don’t care about you!” he screamed. https://t.co/GrXi…,RT Stephon Clark s brother is interrupting the city council meeting They don t care about you he screamed,-0.1511,0.133,0.2,0.667,-0.0772,0.147,0.207,0.645
443,43,@nytimes,Some might find the idea of speed-solving @nytimes crossword puzzles intimidating. Not this group.… https://t.co/bfSPo3yCxa,Some might find the idea of speed solving crossword puzzles intimidating Not this group,-0.4404,0.0,0.172,0.828,-0.128,0.139,0.168,0.694
444,44,@nytimes,At least 12 states signaled that they would sue to block the Trump administration from adding a question about citi… https://t.co/C4Pn782AFc,At least 12 states signaled that they would sue to block the Trump administration from adding a question about citi,-0.4404,0.0,0.132,0.868,-0.4404,0.0,0.139,0.861
445,45,@nytimes,RT @jdelreal: Packed house today at the Sacramento City Council meeting to discuss the Stephon Clark shooting. The room is at capacity and…,RT Packed house today at the Sacramento City Council meeting to discuss the Stephon Clark shooting The room is at capacity and,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
446,46,@nytimes,The surprise discussions added another layer of complexity to the rush of global diplomacy around North Korea’s nuc… https://t.co/fkwmip5h3Z,The surprise discussions added another layer of complexity to the rush of global diplomacy around North Korea s nuc,0.2732,0.104,0.0,0.896,0.2732,0.11,0.0,0.89
447,47,@nytimes,Breaking News: North Korea's leader is said to have met secretly with China's president. It was Kim Jong-un’s first… https://t.co/Mw0YpWvfbC,Breaking News North Korea s leader is said to have met secretly with China s president It was Kim Jong un s first,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
448,48,@nytimes,"As you walk into a room at University of California, Irvine, the first thing you notice are the fruit and vegetable… https://t.co/c7KTBOf2dZ",As you walk into a room at University of California Irvine the first thing you notice are the fruit and vegetable,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
449,49,@nytimes,"H&amp;M is a ""fast fashion"" giant. But it has a big problem: A $4.3 billion pile of unsold clothes. https://t.co/xkjuVRmCJT",H amp M is a fast fashion giant But it has a big problem A 4 3 billion pile of unsold clothes,-0.4019,0.0,0.144,0.856,-0.4019,0.0,0.162,0.838
450,50,@nytimes,"It's pretty clear how birds, even dinosaurs, got their wings. But how insects got theirs has been a mystery -- unti… https://t.co/izgS59NtxG",It s pretty clear how birds even dinosaurs got their wings But how insects got theirs has been a mystery unti,0.7003,0.234,0.0,0.766,0.7003,0.254,0.0,0.746
451,51,@nytimes,"Evening Briefing: Here's what you need to know at the end of the day
https://t.co/v54i6wg4pj",Evening Briefing Here s what you need to know at the end of the day,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
452,52,@nytimes,RT @jdelreal: About two dozen people are gathered here at the Sacramento County District Attorney’s Office to protest the death of Stephon…,RT About two dozen people are gathered here at the Sacramento County District Attorney s Office to protest the death of Stephon,-0.7096,0.0,0.228,0.772,-0.7096,0.0,0.237,0.763
453,53,@nytimes,"Apple is introducing a new iPad, trying to become a force again in classrooms, a battle fought against Google and M… https://t.co/AAPH4kWu1N",Apple is introducing a new iPad trying to become a force again in classrooms a battle fought against Google and M,-0.5994,0.0,0.224,0.776,-0.5994,0.0,0.246,0.754
454,54,@nytimes,The 2020 census is a snapshot of America that will affect the number of congressional seats and how state and feder… https://t.co/HcGCEs7ftP,The 2020 census is a snapshot of America that will affect the number of congressional seats and how state and feder,0.0772,0.061,0.0,0.939,0.0772,0.064,0.0,0.936
455,55,@nytimes,"RT @cliffordlevy: Some Republicans fear the midterms may come down to one thing: Trump’s conduct. (Including Stormy.)
""He blocks everything…",RT Some Republicans fear the midterms may come down to one thing Trump s conduct Including Stormy He blocks everything,-0.6249,0.0,0.221,0.779,-0.6249,0.0,0.231,0.769
456,56,@nytimes,A fatal helicopter crash in New York’s East River may have been caused by a passenger’s harness accidentally trippi… https://t.co/ilkS6nx9rz,A fatal helicopter crash in New York s East River may have been caused by a passenger s harness accidentally trippi,-0.8225,0.0,0.364,0.636,-0.8225,0.0,0.381,0.619
457,57,@nytimes,"He was wrongfully convicted of rape and murder and spent 23 years behind bars. This week, he returned to work as a… https://t.co/zIGxzZlm4E",He was wrongfully convicted of rape and murder and spent 23 years behind bars This week he returned to work as a,-0.886,0.0,0.309,0.691,-0.886,0.0,0.331,0.669
458,58,@nytimes,Here are 11 movies you won’t want to miss https://t.co/DeWdoxFniP,Here are 11 movies you won t want to miss,-0.0772,0.119,0.147,0.734,0.5267,0.397,0.127,0.476
459,59,@nytimes,"If President Trump actually meets Kim Jong-un, his challenge will be much larger than merely persuading North Korea… https://t.co/7JveTkU9oD",If President Trump actually meets Kim Jong un his challenge will be much larger than merely persuading North Korea,0.0772,0.067,0.0,0.933,0.0772,0.067,0.0,0.933
460,60,@nytimes,"“The Americans” has always been as much about marriage and partnership as about geopolitics, our critic writes https://t.co/UXPe1hO5R1",The Americans has always been as much about marriage and partnership as about geopolitics our critic writes,-0.2732,0.0,0.11,0.89,-0.2732,0.0,0.116,0.884
461,61,@nytimes,"Roseanne believes President Trump doesn't oppose same-sex marriage. ""He has said it several times, you know, that h… https://t.co/E7ThXtFRAn",Roseanne believes President Trump doesn t oppose same sex marriage He has said it several times you know that h,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
462,62,@nytimes,"If it is successful, the Trump administration could come closer than any Republican White House has to achieving a… https://t.co/edKynbq7K7",If it is successful the Trump administration could come closer than any Republican White House has to achieving a,0.5859,0.167,0.0,0.833,0.5859,0.183,0.0,0.817
463,63,@nytimes,These almond cookies need just 4 ingredients https://t.co/gY9TpfJdjd,These almond cookies need just 4 ingredients,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
464,64,@nytimes,"In Opinion,
Isabelle Robinson, a senior at Marjory Stoneman Douglas High School, writes, ""The idea that we are to b… https://t.co/uxs0El114r",In Opinion Isabelle Robinson a senior at Marjory Stoneman Douglas High School writes The idea that we are to b,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
465,65,@nytimes,"""A strong case could be made for [Gerald] Murnane, who recently turned 79, as the greatest living English-language… https://t.co/7ESwrnkrfv",A strong case could be made for Gerald Murnane who recently turned 79 as the greatest living English language,0.8176,0.306,0.0,0.694,0.8176,0.319,0.0,0.681
466,66,@nytimes,"Two graphic designers founded Turbo without fully knowing what it would be. Now, the studio is part of a growing de… https://t.co/xmZNfQqdZX",Two graphic designers founded Turbo without fully knowing what it would be Now the studio is part of a growing de,0.1779,0.078,0.0,0.922,0.1779,0.082,0.0,0.918
467,67,@nytimes,The attorney general is responding to public outcry over a police shooting in which an unarmed black man was killed… https://t.co/64nSNabytF,The attorney general is responding to public outcry over a police shooting in which an unarmed black man was killed,-0.5106,0.0,0.148,0.852,-0.8316,0.0,0.315,0.685
468,68,@nytimes,"The photos are surreal, like a Martian ski slope or a toasted marshmallow sky https://t.co/VFHIgBVETa",The photos are surreal like a Martian ski slope or a toasted marshmallow sky,0.3612,0.172,0.0,0.828,0.3612,0.185,0.0,0.815
469,69,@nytimes,"By branching into public forums, Breitbart is taking a cue from one of its perennial foes: the mainstream media https://t.co/8wS7IUFeQU",By branching into public forums Breitbart is taking a cue from one of its perennial foes the mainstream media,-0.4588,0.0,0.143,0.857,-0.4588,0.0,0.15,0.85
470,70,@nytimes,"Check out our new animations about race and mobility, or make one of your own https://t.co/FNt0PtuI8l",Check out our new animations about race and mobility or make one of your own,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
471,71,@nytimes,Horrific accounts of children struggling to escape the blazing shopping mall distracted public attention from a dip… https://t.co/0ngky3p6Km,Horrific accounts of children struggling to escape the blazing shopping mall distracted public attention from a dip,-0.836,0.07,0.395,0.535,-0.836,0.073,0.412,0.515
472,72,@nytimes,"Fair housing groups filed a lawsuit saying that Facebook continues to discriminate against certain groups, includin… https://t.co/cBbsa2X9BK",Fair housing groups filed a lawsuit saying that Facebook continues to discriminate against certain groups includin,0.3612,0.228,0.098,0.674,0.3612,0.24,0.104,0.656
473,73,@nytimes,"RT @nytimesworld: “Spain is creating a situation where Europe’s judges rather than its politicians are being asked to solve Catalonia,” one…",RT Spain is creating a situation where Europe s judges rather than its politicians are being asked to solve Catalonia one,0.4588,0.182,0.0,0.818,0.4588,0.19,0.0,0.81
474,74,@nytimes,"Under pressure, Mark Zuckerberg agreed to testify before Congress over Facebook’s handling of user data, people fam… https://t.co/MvIygDFq9u",Under pressure Mark Zuckerberg agreed to testify before Congress over Facebook s handling of user data people fam,-0.0258,0.103,0.108,0.788,-0.0258,0.109,0.114,0.777
475,75,@nytimes,Critics say the rule could throw patients who lost access to the drugs into withdrawal or even provoke them to buy… https://t.co/06RkHiijim,Critics say the rule could throw patients who lost access to the drugs into withdrawal or even provoke them to buy,-0.7269,0.042,0.274,0.684,-0.7269,0.043,0.285,0.672
476,76,@nytimes,Tempest in an egg spoon: How Alice Waters's fancy utensil set off a culinary culture war that touches on class and… https://t.co/g0XvIB6ABy,Tempest in an egg spoon How Alice Waters s fancy utensil set off a culinary culture war that touches on class and,-0.5994,0.0,0.163,0.837,-0.5994,0.0,0.17,0.83
477,77,@nytimes,"Lieutenant Davidson left behind a wife and four young children, and came from a family of firefighters, with his fa… https://t.co/qoREudBKjp",Lieutenant Davidson left behind a wife and four young children and came from a family of firefighters with his fa,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
478,78,@nytimes,"“It’s like a beauty pageant. The fish cannot be fat. It must look strong and have personality."" https://t.co/nSKiuU0x9i",It s like a beauty pageant The fish cannot be fat It must look strong and have personality,0.8625,0.407,0.0,0.593,0.8625,0.425,0.0,0.575
479,79,@nytimes,"RT @amyfiscus: ""Bulletproof, Slow and Full of Wine” is also the title of my autobiography https://t.co/JthIHU4sY5",RT Bulletproof Slow and Full of Wine is also the title of my autobiography,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
480,80,@nytimes,Roseanne has become a Trump supporter https://t.co/bs6NXUo6mr,Roseanne has become a Trump supporter,0.2732,0.296,0.0,0.704,0.2732,0.344,0.0,0.656
481,81,@nytimes,"Tanzina Vega is the new host of “The Takeaway,” succeeding John Hockenberry, who was accused of sexual harassment a… https://t.co/zrO7bNE7I5",Tanzina Vega is the new host of The Takeaway succeeding John Hockenberry who was accused of sexual harassment a,-0.3612,0.124,0.22,0.656,-0.3612,0.134,0.238,0.628
482,82,@nytimes,"Why are the Parkland students being attacked? “Together we kind of form an unstoppable force that terrifies them."" https://t.co/wTnnc2IOLq",Why are the Parkland students being attacked Together we kind of form an unstoppable force that terrifies them,-0.8126,0.0,0.344,0.656,-0.8126,0.0,0.359,0.641
483,83,@nytimes,"RT @KevinQ: New today in Upshot-land, income mobility ladders for girls, Asian-Americans and other groups. Or make your own – there are tho…",RT New today in Upshot land income mobility ladders for girls Asian Americans and other groups Or make your own there are tho,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
484,84,@nytimes,"""I got back to something I’d been missing over a month of solo travel: the joy of getting lost with someone whose c… https://t.co/uTaaAFEJSa",I got back to something I d been missing over a month of solo travel the joy of getting lost with someone whose c,0.0772,0.134,0.159,0.707,0.0772,0.156,0.185,0.658
485,85,@nytimes,"""Being crazy isn't enough."" A Manhattan nanny charged with killing two children in her care is pursuing an insanity… https://t.co/ro78pJw85B",Being crazy isn t enough A Manhattan nanny charged with killing two children in her care is pursuing an insanity,-0.6597,0.119,0.321,0.56,-0.8442,0.112,0.432,0.456
486,86,@nytimes,"Two white police officers in Baton Rouge, La., will not be prosecuted in the fatal 2016 shooting of Alton Sterling,… https://t.co/kRzukrAMDy",Two white police officers in Baton Rouge La will not be prosecuted in the fatal 2016 shooting of Alton Sterling,-0.3217,0.088,0.142,0.77,-0.3217,0.092,0.148,0.76
487,87,@nytimes,"The former dean, William D. Strampel, was accused not only of failing to protect women and girls from Larry Nassar,… https://t.co/saN2IbTMhc",The former dean William D Strampel was accused not only of failing to protect women and girls from Larry Nassar,0.477,0.208,0.086,0.706,0.477,0.226,0.094,0.681
488,88,@nytimes,RT @nytimesbusiness: “Trump has been a godsend for China.” The potential cost of moving away from institutions and alliances in favor of a…,RT Trump has been a godsend for China The potential cost of moving away from institutions and alliances in favor of a,0.7579,0.245,0.0,0.755,0.7579,0.265,0.0,0.735
489,89,@nytimes,"The Rev. Samuel Rodriguez thinks of himself as a modern-day Joseph in Pharaoh’s court, placed there to save his peo… https://t.co/ajpHlmGwE4",The Rev Samuel Rodriguez thinks of himself as a modern day Joseph in Pharaoh s court placed there to save his peo,0.4939,0.144,0.0,0.856,0.4939,0.144,0.0,0.856
490,90,@nytimes,"RT @patrickhealynyt: Roseanne Barr &amp; I got into it when she claimed Trump favors same-sex marriage: ""Yes, he does. He has said it several t…",RT Roseanne Barr amp I got into it when she claimed Trump favors same sex marriage Yes he does He has said it several t,0.25,0.08,0.0,0.92,0.5719,0.183,0.0,0.817
491,91,@nytimes,"Federal authorities charged Keith Raniere, the head of the Albany-area group Nxivm, with forcing women to have sex… https://t.co/L5xGmbNUfG",Federal authorities charged Keith Raniere the head of the Albany area group Nxivm with forcing women to have sex,-0.2023,0.0,0.091,0.909,-0.2023,0.0,0.091,0.909
492,92,@nytimes,"In Opinion,
Op-Ed columnist @PaulKrugman writes, ""The simple truth is that ever since Reagan, Republicans have basi… https://t.co/2xROYOSesk",In Opinion Op Ed columnist writes The simple truth is that ever since Reagan Republicans have basi,0.3182,0.119,0.0,0.881,0.3182,0.126,0.0,0.874
493,93,@nytimes,RT @nytopinion: Stormy Daniels is not the first person who claims to have been threatened after crossing Donald Trump https://t.co/jq4XA1hs…,RT Stormy Daniels is not the first person who claims to have been threatened after crossing Donald Trump,-0.4588,0.0,0.136,0.864,-0.4588,0.0,0.15,0.85
494,94,@nytimes,"RT @nytimesarts: Chris Evans makes a terrific Broadway debut in ""Lobby Hero"" https://t.co/RSHFjyp02o",RT Chris Evans makes a terrific Broadway debut in Lobby Hero,0.7783,0.464,0.0,0.536,0.7783,0.527,0.0,0.473
495,95,@nytimes,"On U.S. involvement in the Syrian war, one operative said: “Russia is more honorable and trustworthy than the Unite… https://t.co/j4nPJbWm4Q",On U S involvement in the Syrian war one operative said Russia is more honorable and trustworthy than the Unite,0.5799,0.268,0.137,0.595,0.5799,0.288,0.147,0.565
496,96,@nytimes,"RT @nytimesbusiness: Waymo says it will buy up to 20,000 electric cars from Jaguar Land Rover as it strives to put a ride service into oper…",RT Waymo says it will buy up to 20 000 electric cars from Jaguar Land Rover as it strives to put a ride service into oper,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
497,97,@nytimes,"Stephen Colbert and other late-night hosts were not surprised by Stephanie Clifford's ""60 Minutes"" interview https://t.co/i7tEE6rroE",Stephen Colbert and other late night hosts were not surprised by Stephanie Clifford s 60 Minutes interview,-0.1695,0.0,0.1,0.9,-0.1695,0.0,0.1,0.9
498,98,@nytimes,"""I'm sure there are other Cambridge Analyticas out there,"" Senator John Kennedy said. ""Facebook isn't just a compan… https://t.co/q02W3HcwDe",I m sure there are other Cambridge Analyticas out there Senator John Kennedy said Facebook isn t just a compan,0.3182,0.119,0.0,0.881,0.3182,0.133,0.0,0.867
499,99,@nytimes,RT @nytopinion: John Paul Stevens: Repealing the Second Amendment would move Saturday’s marchers closer to their objective than any other p…,RT John Paul Stevens Repealing the Second Amendment would move Saturday s marchers closer to their objective than any other p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
